,userid,following
1632,1632,[]
1633,1633,"[603, 4748, 545, 72, 3102, 3141, 2212]"
1634,1634,[]
1635,1635,[]
1636,1636,[]
1637,1637,[]
1638,1638,[]
1639,1639,[]
1640,1640,[]
1641,1641,[]
1642,1642,[419]
1643,1643,[]
1644,1644,[]
1645,1645,[]
1646,1646,[]
1647,1647,[601]
1648,1648,[]
1649,1649,[]
1650,1650,"[253, 645]"
1651,1651,[]
1652,1652,[]
1653,1653,[]
1654,1654,[]
1655,1655,[]
1656,1656,[]
1657,1657,[]
1658,1658,[]
1659,1659,[]
1660,1660,[]
1661,1661,[]
1662,1662,[]
1663,1663,[]
1664,1664,[]
1665,1665,[]
1666,1666,[]
1667,1667,[]
1668,1668,[]
1669,1669,[1812]
1670,1670,[]
1671,1671,[]
1672,1672,[]
1673,1673,[]
1674,1674,[]
1675,1675,[589]
1676,1676,[4249]
1677,1677,[]
1678,1678,[]
1679,1679,[1167]
1680,1680,[]
1681,1681,[]
1682,1682,"[3964, 3127]"
1683,1683,[]
1684,1684,[]
1685,1685,[443]
1686,1686,[]
1687,1687,"[2372, 409, 5301]"
1688,1688,"[166, 2216, 16]"
1689,1689,[]
1690,1690,[]
1691,1691,[]
1692,1692,[]
1693,1693,[]
1694,1694,[]
1695,1695,[]
1696,1696,[]
1697,1697,[]
1698,1698,[]
1699,1699,[]
1700,1700,[679]
1701,1701,[]
1702,1702,[]
1703,1703,[]
1704,1704,[]
1705,1705,[]
1706,1706,[]
1707,1707,[]
1708,1708,[2444]
1709,1709,[]
1710,1710,[]
1711,1711,[]
1712,1712,[]
1713,1713,[]
1714,1714,[]
1715,1715,[]
1716,1716,[]
1717,1717,[]
1718,1718,[]
1719,1719,[]
1720,1720,[]
1721,1721,[]
1722,1722,[]
1723,1723,[]
1724,1724,[]
1725,1725,[]
1726,1726,[]
1727,1727,[]
1728,1728,[]
1729,1729,[]
1730,1730,[]
1731,1731,[]
1732,1732,[]
1733,1733,[]
1734,1734,"[619, 4011, 3196, 208, 4284, 3311, 3747, 4212, 2503, 700, 2161, 2203, 3295, 641, 736, 633, 3153, 3163, 5152, 3887, 4873, 1002, 2078, 1258, 5093, 3759, 4374, 385, 1738, 2206]"
1735,1735,[]
1736,1736,[]
1737,1737,[]
1738,1738,[]
1739,1739,[]
1740,1740,[1355]
1741,1741,[]
1742,1742,[]
1743,1743,[]
1744,1744,[]
1745,1745,[]
1746,1746,[]
1747,1747,[]
1748,1748,[]
1749,1749,[]
1750,1750,[]
1751,1751,[]
1752,1752,[]
1753,1753,[]
1754,1754,[]
1755,1755,[]
1756,1756,[]
1757,1757,[]
1758,1758,[]
1759,1759,[]
1760,1760,[]
1761,1761,[]
1762,1762,[]
1763,1763,[]
1764,1764,[]
1765,1765,[]
1766,1766,[]
1767,1767,[]
1768,1768,[]
1769,1769,[]
1770,1770,[]
1771,1771,[]
1772,1772,[]
1773,1773,[]
1774,1774,[]
1775,1775,[1351]
1776,1776,[]
1777,1777,[]
1778,1778,[]
1779,1779,[]
1780,1780,[589]
1781,1781,[]
1782,1782,[]
1783,1783,[]
1784,1784,[]
1785,1785,[]
1786,1786,[]
1787,1787,[]
1788,1788,[4223]
1789,1789,[87]
1790,1790,[]
1791,1791,[]
1792,1792,[]
1793,1793,[]
1794,1794,[]
1795,1795,[]
1796,1796,[391]
1797,1797,[]
1798,1798,[]
1799,1799,"[340, 262, 3153, 945, 3318, 944]"
1800,1800,[]
1801,1801,[]
1802,1802,[]
1803,1803,[]
1804,1804,[]
1805,1805,[]
1806,1806,[]
1807,1807,[]
1808,1808,[]
1809,1809,[]
1810,1810,[]
1811,1811,[]
1812,1812,[1669]
1813,1813,[]
1814,1814,[]
1815,1815,[]
1816,1816,[]
1817,1817,[]
1818,1818,[]
1819,1819,[]
1820,1820,[]
1821,1821,[]
1822,1822,[]
1823,1823,[]
1824,1824,[]
1825,1825,[]
1826,1826,[]
1827,1827,[]
1828,1828,[]
1829,1829,[]
1830,1830,[]
1831,1831,[]
1832,1832,[]
1833,1833,[]
1834,1834,[]
1835,1835,[]
1836,1836,[]
1837,1837,[]
1838,1838,[]
1839,1839,[]
1840,1840,[]
1841,1841,[]
1842,1842,[]
1843,1843,[]
1844,1844,[]
1845,1845,[]
1846,1846,[]
1847,1847,[]
1848,1848,[]
1849,1849,[]
1850,1850,[]
1851,1851,[]
1852,1852,[]
1853,1853,[]
1854,1854,[]
1855,1855,[]
1856,1856,[]
1857,1857,[]
1858,1858,[]
1859,1859,[]
1860,1860,[]
1861,1861,"[1225, 4485]"
1862,1862,[]
1863,1863,[]
1864,1864,[]
1865,1865,[]
1866,1866,[]
1867,1867,[]
1868,1868,[]
1869,1869,[676]
1870,1870,[]
1871,1871,[]
1872,1872,[]
1873,1873,[]
1874,1874,[]
1875,1875,[]
1876,1876,[]
1877,1877,[]
1878,1878,[]
1879,1879,[]
1880,1880,[3503]
1881,1881,[]
1882,1882,[]
1883,1883,"[175, 4147, 4634, 636]"
1884,1884,[]
1885,1885,[]
1886,1886,[]
1887,1887,[]
1888,1888,[]
1889,1889,[]
1890,1890,[2210]
1891,1891,[]
1892,1892,[]
1893,1893,[]
1894,1894,[]
1895,1895,[]
1896,1896,[]
1897,1897,[]
1898,1898,[]
1899,1899,[]
1900,1900,[]
1901,1901,[]
1902,1902,[]
1903,1903,[]
1904,1904,[]
1905,1905,[]
1906,1906,[]
1907,1907,[]
1908,1908,[]
1909,1909,"[4506, 616, 2289]"
1910,1910,[]
1911,1911,[]
1912,1912,[]
1913,1913,[]
1914,1914,[]
1915,1915,[]
1916,1916,[]
1917,1917,"[3502, 2291, 382]"
1918,1918,[]
1919,1919,[391]
1920,1920,[]
1921,1921,[]
1922,1922,[]
1923,1923,[]
1924,1924,[]
1925,1925,[]
1926,1926,[]
1927,1927,[]
1928,1928,[]
1929,1929,[]
1930,1930,[]
1931,1931,[1110]
1932,1932,[]
1933,1933,[3549]
1934,1934,[]
1935,1935,[]
1936,1936,[3100]
1937,1937,[]
1938,1938,"[588, 4305, 553, 440]"
1939,1939,[]
1940,1940,[]
1941,1941,[]
1942,1942,[]
1943,1943,[]
1944,1944,[1073]
1945,1945,[]
1946,1946,[]
1947,1947,[]
1948,1948,[]
1949,1949,[]
1950,1950,[]
1951,1951,[]
1952,1952,[]
1953,1953,[]
1954,1954,[]
1955,1955,[]
1956,1956,[]
1957,1957,[]
1958,1958,[]
1959,1959,[]
1960,1960,[]
1961,1961,[]
1962,1962,[]
1963,1963,[]
1964,1964,[]
1965,1965,"[2328, 916, 227, 2274, 3273, 392]"
1966,1966,[4233]
1967,1967,[]
1968,1968,[]
1969,1969,[]
1970,1970,[]
1971,1971,[]
1972,1972,[]
1973,1973,[]
1974,1974,[]
1975,1975,[]
1976,1976,[]
1977,1977,[]
1978,1978,"[402, 115, 594, 426]"
1979,1979,[]
1980,1980,[]
1981,1981,[]
1982,1982,[4012]
1983,1983,[]
1984,1984,[187]
1985,1985,[]
1986,1986,[]
1987,1987,[800]
1988,1988,[]
1989,1989,[]
1990,1990,"[88, 589]"
1991,1991,[4239]
1992,1992,[]
1993,1993,[]
1994,1994,[]
1995,1995,[393]
1996,1996,[]
1997,1997,[]
1998,1998,[]
1999,1999,[]
2000,2000,[]
2001,2001,[]
2002,2002,[]
2003,2003,[]
2004,2004,[442]
2005,2005,[]
2006,2006,[]
2007,2007,[]
2008,2008,[4655]
2009,2009,[]
2010,2010,[]
2011,2011,[]
2012,2012,[]
2013,2013,[]
2014,2014,[]
2015,2015,"[526, 231, 244, 495]"
2016,2016,[]
2017,2017,[234]
2018,2018,[]
2019,2019,[]
2020,2020,[]
2021,2021,[]
2022,2022,[]
2023,2023,[]
2024,2024,[]
2025,2025,[]
2026,2026,[]
2027,2027,[]
2028,2028,[]
2029,2029,[]
2030,2030,[]
2031,2031,[]
2032,2032,[]
2033,2033,[]
2034,2034,[]
2035,2035,[]
2036,2036,[]
2037,2037,[4643]
2038,2038,[]
2039,2039,[]
2040,2040,[]
2041,2041,[]
2042,2042,[]
2043,2043,[]
2044,2044,[]
2045,2045,[1667]
2046,2046,[3100]
2047,2047,[]
2048,2048,[]
2049,2049,[]
2050,2050,[607]
2051,2051,[]
2052,2052,[33]
2053,2053,[]
2054,2054,[]
2055,2055,[]
2056,2056,[]
2057,2057,[]
2058,2058,[]
2059,2059,[]
2060,2060,"[4092, 3278, 4634]"
2061,2061,[]
2062,2062,[]
2063,2063,[]
2064,2064,[]
2065,2065,[]
2066,2066,[]
2067,2067,[]
2068,2068,[]
2069,2069,[]
2070,2070,[]
2071,2071,[]
2072,2072,[]
2073,2073,[]
2074,2074,[]
2075,2075,[]
2076,2076,[]
2077,2077,[]
2078,2078,"[4284, 1465, 3295, 596, 314, 996, 1002, 4212, 2161, 3964, 2203, 2103, 700, 5152, 219, 1258, 1734, 3163, 385, 4873, 1738, 2206, 529, 3759, 4374]"
2079,2079,[]
2080,2080,[]
2081,2081,[]
2082,2082,[]
2083,2083,[]
2084,2084,[2723]
2085,2085,[]
2086,2086,[]
2087,2087,[]
2088,2088,[]
2089,2089,[]
2090,2090,[]
2091,2091,[]
2092,2092,[]
2093,2093,[]
2094,2094,[]
2095,2095,[]
2096,2096,[]
2097,2097,[]
2098,2098,[]
2099,2099,[]
2100,2100,[]
2101,2101,[]
2102,2102,[]
2103,2103,"[2078, 529, 4374, 2161, 1002, 1258, 1734, 5152, 641]"
2104,2104,[]
2105,2105,[1751]
2106,2106,[]
2107,2107,[]
2108,2108,[]
2109,2109,[]
2110,2110,[]
2111,2111,[]
2112,2112,[]
2113,2113,[]
2114,2114,[]
2115,2115,[]
2116,2116,[1187]
2117,2117,[713]
2118,2118,[]
2119,2119,[]
2120,2120,[]
2121,2121,[]
2122,2122,[]
2123,2123,"[4321, 11]"
2124,2124,[]
2125,2125,[]
2126,2126,[]
2127,2127,"[4203, 3995, 589, 1405, 2289, 630]"
2128,2128,[]
2129,2129,[]
2130,2130,[]
2131,2131,[]
2132,2132,[]
2133,2133,[]
2134,2134,[]
2135,2135,[]
2136,2136,[]
2137,2137,[]
2138,2138,[]
2139,2139,[]
2140,2140,[]
2141,2141,[]
2142,2142,[]
2143,2143,[]
2144,2144,[]
2145,2145,[]
2146,2146,[]
2147,2147,[]
2148,2148,[]
2149,2149,[]
2150,2150,[]
2151,2151,[]
2152,2152,[]
2153,2153,[]
2154,2154,[]
2155,2155,[]
2156,2156,[]
2157,2157,[]
2158,2158,[]
2159,2159,[]
2160,2160,[]
2161,2161,"[4212, 2203, 4304, 304, 2291, 3490, 2103, 1002, 736, 4011, 319, 700, 5152, 3316, 632, 641, 2078, 4681, 16, 3295, 507, 1258, 5317, 529, 1738, 2080, 1734, 4374]"
2162,2162,[]
2163,2163,[]
2164,2164,[]
2165,2165,[]
2166,2166,[]
2167,2167,[]
2168,2168,[]
2169,2169,[1654]
2170,2170,[]
2171,2171,[]
2172,2172,[]
2173,2173,[]
2174,2174,[]
2175,2175,[]
2176,2176,[]
2177,2177,[]
2178,2178,[]
2179,2179,[]
2180,2180,[]
2181,2181,[]
2182,2182,[]
2183,2183,[]
2184,2184,[]
2185,2185,[]
2186,2186,[4889]
2187,2187,[]
2188,2188,[]
2189,2189,[]
2190,2190,[]
2191,2191,[]
2192,2192,[]
2193,2193,[]
2194,2194,[]
2195,2195,[]
2196,2196,[]
2197,2197,[]
2198,2198,[]
2199,2199,[]
2200,2200,[]
2201,2201,[]
2202,2202,[]
2203,2203,"[619, 172, 83, 4304, 2103, 2402, 3112, 4011, 4284, 3196, 208, 1002, 4212, 2356, 3311, 700, 62, 641, 5093, 3474, 3295, 3153, 5287, 4584, 736, 219, 3163, 3278, 5152, 4185, 1258, 4873, 1738, 385, 3759, 1734]"
2204,2204,[]
2205,2205,[]
2206,2206,"[780, 128, 267, 607, 253, 652, 6112, 5646, 6172, 234, 677, 432, 3011, 3157, 6622, 181, 402, 3975, 679, 975, 6130, 319, 3984, 3273, 321, 1214, 844, 420, 271, 5602, 922, 115, 350, 643, 500, 6790, 213, 3464, 680, 501, 249, 4277, 208, 338, 262, 4201, 4271, 493, 90, 165, 4521, 6176, 4213, 3872, 2763, 5772, 101, 228, 282, 5607, 3869, 539, 408, 404, 5773, 528, 276, 6236, 527, 3867, 626, 33, 2305, 322, 2300, 4398, 4062, 207, 899, 6114, 616, 5656, 421, 5398, 2222, 313, 4501, 2342, 2265, 308, 523, 326, 517, 1261, 3525, 2289, 630, 4963, 2290, 579, 5611, 5767, 426, 6302, 1101, 3146, 661, 288, 317, 4749, 586, 2277, 3985, 352, 129, 489, 369, 3115, 612]"
2207,2207,"[526, 267, 607, 5128, 253, 3102, 3157, 2357, 506, 432, 201, 183, 402, 229, 285, 937, 4001, 680, 1214, 653, 249, 282, 645, 262, 609, 231, 602, 501, 208, 278, 528, 322, 4203, 207, 599, 626, 287, 510, 2342, 691, 251, 391, 244, 2279, 589, 308, 511, 241, 2289, 507, 3462, 2265, 92, 594, 369, 433, 495, 3985, 312, 3114, 456, 561, 288, 612]"
2208,2208,"[88, 3153, 634, 3330, 434, 3278, 33]"
2209,2209,"[432, 3865, 963, 2459, 2089]"
2210,2210,[2279]
2211,2211,"[5185, 639, 2265, 253, 266, 2286, 526, 208, 511, 105, 391]"
2212,2212,"[3158, 2598]"
2213,2213,[]
2214,2214,[]
2215,2215,[]
2216,2216,"[98, 640, 5128, 346, 1111, 3663, 328, 253, 356, 2321, 164, 4565, 6774, 1064, 2266, 402, 110, 3296, 88, 506, 432, 2357, 4502, 4583, 115, 162, 3308, 83, 3962, 291, 646, 3984, 3973, 4223, 4277, 608, 4188, 418, 165, 2742, 208, 973, 571, 4271, 493, 282, 4874, 231, 179, 544, 2292, 3872, 2233, 2355, 2313, 3276, 2567, 4268, 3825, 270, 3867, 645, 310, 461, 301, 465, 539, 33, 454, 589, 3999, 202, 222, 413, 2790, 676, 308, 1072, 391, 3277, 309, 2289, 417, 429, 339, 241, 507, 630, 4707, 2840, 3462, 512, 1688, 495, 594, 212, 121, 3146, 5082, 612, 2274, 3751, 3754, 3278, 5094, 456, 3463, 586, 385, 561]"
2217,2217,"[311, 88, 630, 561, 3308, 3867, 3462]"
2218,2218,[705]
2219,2219,"[253, 201, 118, 432, 2341, 254, 594, 612, 377, 561, 2289, 86, 507]"
2220,2220,"[535, 690, 231, 253, 680, 409, 474, 4022, 527, 86, 3867]"
2221,2221,[2226]
2222,2222,"[2332, 571, 2319, 2312, 208, 179, 432, 359, 2239, 589, 501, 109, 163, 641, 317, 591, 3108]"
2223,2223,[]
2224,2224,"[253, 506, 432, 3769, 604, 4008, 88, 640, 66, 677, 201, 402, 689, 114, 167, 4023, 3308, 3158, 3984, 643, 4188, 3826, 249, 4505, 501, 3117, 3276, 690, 571, 4271, 680, 367, 165, 101, 3141, 527, 179, 472, 645, 3867, 276, 3162, 320, 522, 244, 676, 616, 683, 39, 413, 2334, 322, 595, 2307, 589, 308, 254, 363, 3075, 630, 4963, 391, 2289, 495, 594, 4204, 507, 3146, 2293, 561, 352, 612, 3113, 298, 586, 456]"
2225,2225,[253]
2226,2226,[]
2227,2227,"[432, 249, 253, 267, 262, 501, 316, 208, 241, 276, 2289, 612]"
2228,2228,[253]
2229,2229,[]
2230,2230,[391]
2231,2231,[]
2232,2232,[]
2233,2233,"[5185, 328, 434, 3318, 526, 402, 2252, 3308, 607, 432, 543, 321, 302, 146, 292, 88, 3311, 3310, 208, 2268, 636, 62, 3153, 165, 544, 368, 632, 589, 282, 3872, 4195, 33, 676, 101, 483, 143, 454, 2216, 3155, 426, 4418, 2361, 391, 3824, 121, 2274, 2289, 2295, 3278, 3759, 512, 442, 443, 3113]"
2234,2234,[317]
2235,2235,"[253, 607, 526, 432, 267, 201, 680, 276, 322, 249, 208, 262, 528, 207, 501, 280, 507, 1197, 612, 244, 241, 433, 312]"
2236,2236,"[670, 432, 3308, 3198, 788, 115, 267, 88, 587, 231, 607, 434, 302, 165, 2239, 3865, 4976, 2472, 33, 1354, 3278, 2790, 3100, 2274, 391, 3462, 3142]"
2237,2237,"[253, 88, 2239, 33, 32, 3663, 23, 3867, 43, 2367, 4565, 115, 683, 2274, 3544, 165, 391]"
2238,2238,[]
2239,2239,"[2358, 303, 88, 291, 2326, 334, 1111, 4362, 3308, 83, 1260, 30, 4502, 23, 566, 441, 4565, 162, 1631, 2503, 19, 208, 5205, 2292, 2237, 4223, 3964, 2236, 3793, 55, 165, 2355, 3790, 3867, 56, 197, 513, 3825, 4984, 33, 3340, 391, 32, 3380, 413, 2282, 24, 512, 5198, 244, 2309, 10, 3173, 2222, 589, 1354, 594, 3462, 3754, 2274, 1053, 2333]"
2240,2240,[]
2241,2241,"[1353, 310, 3158, 3308, 207, 56]"
2242,2242,[]
2243,2243,[645]
2244,2244,[]
2245,2245,"[44, 676, 432, 2289, 33, 589]"
2246,2246,[]
2247,2247,[3307]
2248,2248,"[88, 311, 612, 377, 561]"
2249,2249,[]
2250,2250,"[250, 612, 959, 501, 2289, 313, 2294]"
2251,2251,[]
2252,2252,"[253, 3502, 590, 432, 3308, 3311, 208, 206, 23, 165, 88, 358, 262, 195, 789, 539, 462, 33, 308, 101, 841, 4275, 665, 629, 589, 391, 2233, 2248, 5186, 3075, 442, 21, 495, 191, 3146]"
2253,2253,"[253, 183]"
2254,2254,"[418, 2289, 3116, 2278, 152, 3308, 2538, 2279, 495, 422, 4188, 3481, 468, 456]"
2255,2255,"[432, 201, 253, 262, 2289, 353]"
2256,2256,"[402, 3110, 2307, 432]"
2257,2257,[]
2258,2258,[2478]
2259,2259,[]
2260,2260,[555]
2261,2261,[]
2262,2262,[]
2263,2263,"[253, 507]"
2264,2264,"[646, 594]"
2265,2265,"[88, 3758, 33, 5141, 328, 3308, 208, 3980, 507, 3311, 2279, 532, 183, 1187, 241]"
2266,2266,"[175, 3995, 402, 4053, 253, 164, 432, 607, 201, 88, 2341, 262, 208, 3308, 501, 321, 585, 249, 4277, 282, 179, 645, 322, 197, 3872, 539, 580, 465, 207, 528, 4203, 290, 595, 391, 33, 244, 2216, 2279, 2289, 522, 589, 241, 507, 510, 254, 2265, 630, 495, 5093, 86, 594, 3146, 612, 3462, 311, 561]"
2267,2267,[]
2268,2268,[]
2269,2269,"[4277, 253, 402, 645, 3473, 430, 115, 3867, 308, 391, 612, 594]"
2270,2270,"[253, 262, 4308]"
2271,2271,[253]
2272,2272,"[253, 368, 432, 645, 2308]"
2273,2273,"[367, 482, 3278, 129]"
2274,2274,"[175, 3663, 607, 1965, 328, 686, 303, 2321, 331, 670, 2579, 1111, 3102, 4565, 3840, 356, 3157, 402, 432, 2357, 4362, 3273, 598, 110, 543, 3116, 3308, 3512, 88, 162, 176, 147, 564, 634, 291, 1631, 83, 3311, 2331, 3870, 208, 6752, 566, 4223, 587, 165, 646, 3761, 17, 1110, 115, 3962, 302, 418, 493, 437, 101, 2268, 2233, 3825, 3467, 3964, 544, 3790, 310, 282, 1595, 2236, 574, 2237, 513, 2239, 3469, 3793, 2458, 2558, 207, 413, 622, 320, 33, 5198, 3867, 13, 3316, 3243, 2529, 4984, 46, 454, 199, 676, 429, 308, 3277, 2592, 722, 649, 4951, 5141, 2282, 2216, 3980, 560, 2289, 589, 327, 391, 507, 363, 4707, 694, 3462, 3278, 512, 594, 3463, 2295, 369, 414, 3824, 10, 3146, 3099, 2, 3706, 586, 9, 4389, 7, 3114, 3754, 3113, 2333, 3142, 5094, 2789]"
2275,2275,"[640, 432, 607, 2284, 164, 919, 402, 249, 262, 244, 501, 322, 208, 2289, 507, 612, 467]"
2276,2276,"[244, 1086]"
2277,2277,"[253, 645, 201, 3117, 183, 4188, 202, 432, 207, 3108, 2206, 5287, 3146, 311, 2289, 5093, 2367]"
2278,2278,"[2263, 535, 253, 1096, 647, 858, 346, 2422, 3479, 640, 256, 5128, 303, 473, 259, 356, 430, 432, 285, 680, 373, 690, 249, 88, 350, 668, 262, 501, 692, 197, 645, 208, 602, 3954, 4051, 313, 251, 289, 2212, 57, 391, 626, 244, 308, 3988, 507, 3146, 5141, 630, 3462, 495, 3985, 2289, 2254, 311, 612, 456]"
2279,2279,"[3995, 5128, 432, 603, 3102, 4294, 253, 4296, 3157, 430, 328, 2280, 2545, 2312, 2519, 201, 88, 3308, 3975, 183, 4718, 2357, 434, 5301, 680, 4505, 282, 367, 3964, 690, 208, 3276, 231, 280, 33, 3867, 4203, 697, 645, 539, 631, 454, 2207, 308, 2265, 5141, 630, 326, 495, 510, 391, 2289, 178, 241, 507, 594, 2254, 3462, 95, 86, 311, 422, 4303, 121, 561, 3146, 3278]"
2280,2280,"[175, 607, 432, 253, 256, 378, 201, 652, 4192, 2275, 3974, 262, 193, 350, 204, 208, 2312, 646, 615, 284, 865, 697, 308, 179, 2346, 2279, 2289, 630]"
2281,2281,[]
2282,2282,"[845, 4272, 4565, 253, 526, 4011, 328, 356, 555, 164, 402, 640, 607, 3157, 432, 36, 183, 88, 2280, 3743, 2357, 3856, 201, 3308, 115, 55, 646, 678, 2331, 17, 2341, 400, 3311, 302, 1090, 102, 500, 249, 3272, 282, 789, 262, 208, 394, 197, 165, 3276, 501, 3964, 126, 574, 270, 5773, 5361, 3872, 645, 3867, 1011, 2292, 2239, 310, 462, 974, 3869, 46, 632, 421, 697, 217, 482, 33, 43, 522, 454, 202, 2300, 595, 3317, 413, 2307, 2342, 510, 2278, 244, 417, 3153, 589, 1235, 429, 287, 3832, 676, 308, 2279, 3277, 507, 594, 560, 241, 326, 967, 391, 554, 495, 4303, 3075, 2289, 479, 4204, 3146, 3278, 3156, 129, 365, 673, 2274, 6110, 612]"
2283,2283,[]
2284,2284,"[253, 645, 432, 2289, 501]"
2285,2285,"[253, 432, 88, 3308, 645, 2357, 220, 4640, 589, 311, 2289, 3146]"
2286,2286,"[253, 5093, 670, 3999, 2121, 244]"
2287,2287,[]
2288,2288,"[526, 3867, 328, 3872, 33, 851, 262, 404, 371, 490, 495, 121, 4394, 3146, 630, 369, 612]"
2289,2289,"[175, 122, 686, 2263, 535, 534, 845, 858, 340, 647, 253, 2332, 644, 4666, 2422, 640, 128, 3995, 3479, 346, 256, 926, 801, 473, 2284, 670, 1097, 526, 342, 603, 91, 896, 303, 28, 3531, 356, 607, 3346, 378, 71, 617, 267, 4296, 430, 919, 4272, 173, 407, 4639, 174, 4196, 146, 2321, 5128, 596, 3849, 2500, 234, 555, 3102, 3157, 328, 411, 499, 5304, 2492, 2319, 851, 164, 1436, 3482, 606, 679, 604, 506, 1405, 402, 563, 519, 4206, 245, 682, 3468, 206, 292, 432, 5285, 4064, 476, 1236, 2218, 2280, 1084, 3986, 505, 4506, 4718, 3975, 201, 2302, 397, 181, 798, 3963, 242, 183, 2288, 4273, 172, 79, 255, 2270, 4053, 2357, 2275, 260, 2266, 3743, 220, 88, 1195, 3856, 3494, 80, 5190, 361, 3465, 937, 316, 69, 3984, 3158, 1214, 2225, 1095, 4279, 354, 3480, 893, 4041, 653, 3313, 257, 2318, 176, 4583, 3308, 358, 271, 2341, 2533, 590, 359, 846, 1410, 321, 250, 5324, 1038, 189, 3888, 646, 400, 917, 3974, 218, 614, 115, 869, 660, 3311, 2255, 2331, 285, 373, 3845, 4200, 4052, 3318, 4912, 5301, 364, 305, 4060, 3275, 4017, 196, 184, 4276, 102, 239, 2291, 4512, 4500, 453, 182, 2496, 485, 690, 2235, 4021, 249, 668, 262, 2566, 929, 3758, 936, 501, 709, 248, 237, 4277, 894, 3492, 418, 545, 367, 450, 609, 266, 3117, 208, 692, 4271, 2224, 3307, 3144, 165, 5229, 493, 608, 379, 4295, 585, 657, 282, 394, 5149, 898, 688, 3276, 2527, 2271, 197, 3161, 2792, 620, 101, 2712, 1089, 3964, 2250, 231, 4267, 135, 48, 299, 4202, 252, 3852, 210, 872, 4213, 700, 278, 94, 179, 235, 126, 3844, 2713, 323, 3872, 478, 258, 273, 362, 2253, 580, 1034, 368, 2548, 318, 645, 310, 3469, 409, 2322, 408, 509, 270, 2227, 516, 392, 602, 5132, 58, 465, 528, 280, 622, 3867, 494, 2778, 404, 1092, 2417, 243, 539, 831, 276, 4051, 2479, 264, 1031, 2248, 87, 2249, 461, 143, 2749, 871, 3855, 4254, 124, 986, 879, 870, 395, 187, 525, 2285, 615, 4742, 3466, 111, 1133, 2228, 631, 4203, 626, 3999, 675, 322, 3780, 822, 202, 2420, 2330, 217, 616, 137, 138, 4275, 5345, 2219, 4899, 207, 240, 424, 4185, 713, 994, 290, 639, 880, 4723, 595, 4499, 284, 2779, 421, 899, 4518, 920, 33, 522, 492, 4398, 43, 916, 697, 3983, 4270, 413, 222, 599, 2207, 454, 2307, 425, 199, 57, 556, 875, 4514, 2220, 287, 3323, 484, 136, 2222, 659, 11, 674, 2286, 4024, 3996, 521, 5124, 2282, 244, 589, 488, 2342, 683, 2217, 2334, 2484, 676, 876, 510, 691, 1434, 981, 347, 399, 2490, 459, 3472, 2278, 289, 865, 313, 178, 2216, 417, 238, 2609, 1378, 2582, 406, 429, 1121, 4058, 3122, 2272, 308, 251, 5038, 1081, 254, 339, 349, 2349, 74, 560, 391, 2256, 2279, 1443, 371, 3997, 4964, 76, 490, 2308, 3988, 139, 3846, 241, 693, 4501, 2265, 119, 474, 3277, 433, 4006, 3901, 504, 549, 326, 5141, 2421, 4403, 554, 468, 3105, 363, 630, 5228, 507, 1012, 281, 92, 495, 479, 594, 2715, 107, 149, 5093, 2438, 3108, 191, 532, 89, 2254, 4204, 121, 2290, 212, 850, 426, 365, 3462, 369, 3146, 2367, 673, 2211, 86, 3278, 2918, 661, 311, 985, 467, 3985, 344, 4009, 2541, 312, 2299, 651, 464, 3119, 3115, 188, 3113, 3759, 288, 104, 353, 586, 1197, 4523, 95, 2481, 129, 5140, 422, 3972, 3992, 923, 508, 612, 348, 2206, 140, 317, 456, 1035, 4205, 561, 4091, 171, 2277, 4288, 325, 113, 4198, 489, 2364]"
2290,2290,"[451, 3276]"
2291,2291,"[253, 432, 4297]"
2292,2292,"[619, 670, 3102, 328, 292, 253, 526, 4192, 331, 652, 3157, 441, 499, 432, 1341, 2275, 80, 2312, 115, 2331, 3116, 3308, 3311, 88, 291, 358, 1026, 4188, 3273, 400, 952, 4277, 367, 5229, 282, 1015, 4268, 418, 493, 179, 2239, 208, 4295, 2004, 165, 3276, 544, 270, 2243, 4897, 3983, 3475, 202, 454, 3867, 62, 3107, 2282, 539, 462, 33, 199, 61, 3481, 219, 429, 391, 589, 2216, 547, 4964, 3277, 676, 309, 308, 2265, 326, 724, 707, 2289, 5306, 3108, 369, 3142, 507, 3113, 586, 594, 3847, 3278, 451, 422, 4873, 3146, 152, 3754, 829, 1271, 698, 561, 4288]"
2293,2293,[]
2294,2294,[]
2295,2295,"[5342, 2357, 400, 574, 589, 607, 88, 3311, 454, 391, 402, 3308, 4235, 2286, 512, 598, 954, 165, 3153, 2274]"
2296,2296,[]
2297,2297,[]
2298,2298,[]
2299,2299,"[253, 676, 4393, 594, 402, 3134, 432]"
2300,2300,[]
2301,2301,[549]
2302,2302,"[253, 432, 3867, 115, 88, 208, 555, 201, 645, 308, 630, 311, 129, 495, 561, 241, 594, 2289, 3985, 586]"
2303,2303,[]
2304,2304,"[88, 3308]"
2305,2305,"[183, 3945, 3480, 3471]"
2306,2306,[]
2307,2307,[3111]
